Google Documents,理財幫手AndroMoney,2026/09/17,,,,,,,,,,,,
Id,幣別,金額,分類,子分類,日期,付款(轉出),收款(轉入),備註,Periodic,專案,商家(公司),uid,時間,status
439,TWD,2000,稅務捐款,慈善捐款,20230220,信用卡,,,,富邦,,a4e046eb48374a8892635d531c8b94d8,1053,
440,TWD,20000,餐飲食品,cash,20230225,現金,,,,,,462a9027bc4e4e8d9b8f7f4dd921c72f,1742,
441,TWD,1396,餐飲食品,晚餐,20230225,信用卡,,,,永豐,,7f12480aedcf4136a6a250e0cb589039,1742,
442,TWD,3732,服飾美容,上衣,20230225,信用卡,,,,永豐,,60b101d18d2c4861baca676e2256d0ca,1858,
443,TWD,1000,圖書刊物,書籍,20230226,信用卡,,,,永豐,,974be8ac47304cceb5d55fd8821d87ab,2234,
444,TWD,18000,教育學習,學雜費,20230228,信用卡,,,,永豐,,340ffcae64ac4b9890e0ad14517f691f,849,
445,TWD,1500,稅務捐款,慈善捐款,20230302,信用卡,,,,富邦,,223295c97ec544bb814d407102e50da5,943,
446,TWD,1500,稅務捐款,慈善捐款,20230303,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230303,,0
447,TWD,100000,餐飲食品,Wife,20230304,現金,,,,,,a2ac5d0e65854961ac19a4b07eb27fcc,1226,
448,TWD,660,餐飲食品,午餐,20230304,信用卡,,,,富邦,,739f351f2af84560bb7f9136eeac30b3,1226,
449,TWD,1000,稅務捐款,慈善捐款,20230306,信用卡,,,,富邦,,22d56d0cef4145f9ba94c2b1006cb51c,1001,
450,TWD,10000,餐飲食品,cash,20230310,現金,,,,,,e0f1590029fe41e8a9e26367e9fd9cae,1529,
451,TWD,1563,餐飲食品,午餐,20230311,信用卡,,,,富邦,,cddde6cd4c554cccb488e74ed5fdef49,1300,
452,TWD,1735,餐飲食品,食材,20230311,信用卡,,,,富邦,,e26cec371e8a4d19ba6a3620fd7b002d,1533,
453,TWD,1500,稅務捐款,慈善捐款,20230316,信用卡,,,,富邦,,e686f127d62e4e18bc4bdb6e73db29cc,806,
454,TWD,1260,餐飲食品,午餐,20230318,信用卡,,,,富邦,,80487b2123c84571ba9f1bfee06f4acb,1557,
455,TWD,921,圖書刊物,書籍,20230318,信用卡,,,,富邦,,b6edb2f5bfed42a7b0e07108f339befe,2001,
456,TWD,2000,稅務捐款,慈善捐款,20230320,信用卡,,,,富邦,,1ac85df3a92b4edc8a89897435798021,1023,
457,TWD,3651,居家生活,電費,20230321,信用卡,,,,玉山,,417691bb3653442290ad3b4b4889f99a,2319,
458,TWD,6976,餐飲食品,食材,20230325,信用卡,,,,Costco,,e50d4bdc2e35499a82a0192d3d56a0a3,1717,
459,TWD,1872,餐飲食品,午餐,20230326,信用卡,,,,永豐,,d7915903c5564f65b1be256f39b334f0,1342,
460,TWD,4679,餐飲食品,食材,20230326,信用卡,,,,富邦,,8816ffd4542941d5acfb6ed57baf15bf,1452,
461,TWD,1431,汽機車,油錢,20230401,信用卡,,,,永豐,,260cf547591649c58b1b5739e5b43219,1222,
462,TWD,1500,稅務捐款,慈善捐款,20230402,信用卡,,,,富邦,,d6b818e628a141739c40b33cffc5ed78,647,
463,TWD,1500,稅務捐款,慈善捐款,20230403,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230403,,0
464,TWD,408,居家生活,水費,20230403,信用卡,,,,玉山,,4684cb565c1e47a2ac1ba5e964e84ffb,2030,
465,TWD,106000,餐飲食品,Wife,20230403,現金,,"
",,,,b2e0102586c243bb9e71bda504b77907,2030,
466,TWD,1000,稅務捐款,慈善捐款,20230406,信用卡,,,,富邦,,198a1139d50d4bb5a69afa95ba6d7d3c,952,
467,TWD,1740,餐飲食品,午餐,20230409,信用卡,,,,永豐,,721848656ece478192d907a818c2f1a0,1451,
468,TWD,2277,餐飲食品,晚餐,20230414,信用卡,,,,永豐,,21df8ad3a6c34cb1b75d5d6c28865ead,2100,
469,TWD,2273,居家生活,傢俱,20230415,信用卡,,,,永豐,,a1541ddb4e2047659aef5942f7c8ba6f,1631,
470,TWD,2365,餐飲食品,晚餐,20230415,信用卡,,,,永豐,,96c7c48dec2f49f5825dab4885ff2106,1815,
471,TWD,1048,服飾美容,上衣,20230415,信用卡,,,,永豐,,b79e7cefbfa6486b8916d44f35d61a83,2347,
472,TWD,1077,圖書刊物,書籍,20230415,信用卡,,,,永豐,,9e823edfb123435cb217957d32f1581b,2347,
473,TWD,1500,稅務捐款,慈善捐款,20230416,信用卡,,,,富邦,,99d966bb20c24f06b875be308e0893e4,1406,
474,TWD,2000,稅務捐款,慈善捐款,20230420,信用卡,,,,富邦,,7eedb17fcae244b3803b5cc79faec0e7,1203,
475,TWD,1392,汽機車,油錢,20230423,信用卡,,,,永豐,,1e4e20707274447fb1dc68f9eeabbfbd,1528,
476,TWD,250,汽機車,油錢,20230423,信用卡,,,,永豐,,05e47624071c4fbcb5348ee2162f6d5b,1528,
477,TWD,5000,餐飲食品,cash,20230416,現金,,,,,,4688f55b9b7b4470ab437c1256a459f7,2024,
478,TWD,9527,餐飲食品,wine,20230426,信用卡,,,,Costco,,182a8ecf6d6f453cafce10a8cacec4e3,2107,
479,TWD,1207,圖書刊物,書籍,20230428,信用卡,,,,永豐,,7674bd25f03f45cab190f2a42bb29cb1,1957,
480,TWD,7120,汽機車,牌照稅,20230428,信用卡,,,,永豐,,a759e22435104c4c966d0033215dbc76,2142,
481,TWD,7120,汽機車,牌照稅,20230428,信用卡,,,,永豐,,0e7daeef7901426683bc4478be865e3f,2142,
482,TWD,1258,汽機車,油錢,20230429,信用卡,,,,永豐,,20d58ddadfe740208ef7ca05a9751cb0,1121,
483,TWD,5000,餐飲食品,cash,20230429,現金,,,,,,5ad7fbb4662e492f9265f862742f2946,1517,
484,TWD,11604,居家生活,管理費,20230429,現金,,,,,,782b6c56bda441d6bd9df0bc33b967b1,2142,
485,TWD,3442,服飾美容,上衣,20230429,信用卡,,,,富邦,,0cf4db4e11604d31be2166cae51c79e5,2144,
486,TWD,1500,稅務捐款,慈善捐款,20230502,信用卡,,,,富邦,,91cbf766da1743d8bb6c3f82f3ec1fa1,721,
487,TWD,18550,居家生活,家電用品,20230502,信用卡,,,,永豐,,91dbfe44c86a40cbb7f4b1cca82bf2df,2249,
488,TWD,100000,餐飲食品,Wife,20230502,現金,,,,,,07498326cf384ba8a633d6e9119ef32d,2249,
489,TWD,1500,稅務捐款,慈善捐款,20230503,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230503,,0
490,TWD,35706,居家生活,房屋稅,20230503,信用卡,,,,永豐,,39c2b4c63e1e404ba95d7c318453f848,2140,
491,TWD,1500,稅務捐款,慈善捐款,20230505,信用卡,,,,富邦,,40e5f1811740439697f12eb5bbdce14b,1659,
492,TWD,10000,餐飲食品,cash,20230505,現金,,,,,,7dca5d0510b8436fb8a0ff91c33691e3,2024,
493,TWD,2000,餐飲食品,cash,20230506,現金,,,,,,d7b20363973347d49ccf057d3c94d9de,1622,
494,TWD,66960,餐飲食品,cash,20230507,現金,,稅額折讓,,,,c8b615ad0a724b758d504691c5f00874,2238,
495,TWD,1082,圖書刊物,書籍,20230511,信用卡,,,,永豐,,718250b0cfbb4360b36060abd06ea987,2238,
496,TWD,9389,居家生活,家電用品,20230514,信用卡,,,,永豐,,845b3fd314b744f09f790bb6cea1ad8c,1416,
497,TWD,17813,醫療保健,保險,20230515,信用卡,,,,富邦,,06cddd03a5874e41b2fa7a79cbc9f40b,1734,
498,TWD,3787,醫療保健,保險,20230515,信用卡,,,,富邦,,c8b91fdaed0d487e87d4456b8dbd48a9,1735,
499,TWD,17533,醫療保健,保險,20230515,信用卡,,,,富邦,,c1530f7cfaa74b4fa219d839bd4a7b05,1735,
500,TWD,3767,醫療保健,保險,20230515,信用卡,,,,富邦,,4641f19c4d0242539259f4febca236b2,1735,
501,TWD,1500,稅務捐款,慈善捐款,20230516,信用卡,,,,富邦,,773d93f599af4e68b24b6ca30ede96cb,723,
502,TWD,2000,稅務捐款,慈善捐款,20230519,信用卡,,,,富邦,,e8951be4b9204ee492171a2871f683ec,930,
503,TWD,3494,居家生活,電費,20230519,信用卡,,,,玉山,,e74c2260c307428c8e467e5e42dcefc5,1800,
504,TWD,10000,餐飲食品,cash,20230520,現金,,,,,,aa46da10a03247ee80e08aaaf5172cfb,1108,
505,TWD,1465,餐飲食品,午餐,20230520,信用卡,,,,永豐,,8e799d8f58ba4067a3a039aea9ad312d,1335,
506,TWD,1465,汽機車,油錢,20230520,信用卡,,,,永豐,,d074a8bee1ed45c9b9a3858795d136e3,1410,
507,TWD,2032325,稅務捐款,綜所稅,20230520,信用卡,,,,永豐,,b4431df084cf415ca97c8ee5fb542a7c,2132,
508,TWD,1970,餐飲食品,午餐,20230521,信用卡,,,,永豐,,e46877fb419840f7ae5ff3a8d789914b,1311,
509,TWD,6543,餐飲食品,食材,20230521,信用卡,,,,Costco,,6a34e77793d64050868b32db5badb0c4,1454,
510,TWD,1439,圖書刊物,書籍,20230524,信用卡,,,,永豐,,467a41ff468044e2ad7eceadc1b01b14,951,
511,TWD,10000,餐飲食品,cash,20230527,現金,,,,,,29c7ecd644f04d6eabe44c43c808362a,2155,
512,TWD,2720,服飾美容,上衣,20230528,信用卡,,,,永豐,,f3d280988c6e404887b46a91266ea3dc,2233,
513,TWD,100000,餐飲食品,Wife,20230601,現金,,,,,,0e4993adfb8f440c8d16ce6381bac410,2334,
514,TWD,1500,稅務捐款,慈善捐款,20230603,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230603,1704,0
515,TWD,408,居家生活,水費,20230602,信用卡,,,,玉山,,ba70d13ba2c04be5859bf235fd3c5314,2006,
516,TWD,6715,餐飲食品,食材,20230603,信用卡,,,,Costco,,65f3a219a6024fe681664eb95a56ec9d,1134,
517,TWD,2980,服飾美容,上衣,20230603,信用卡,,,,永豐,,44ef1b447edf49de86b0bf9f22df3e0b,1844,
518,TWD,520,餐飲食品,晚餐,20230603,信用卡,,,,富邦,,7f6a89ef142e43d48b4dcae69775ae63,1844,
519,TWD,4230,服飾美容,上衣,20230603,信用卡,,,,永豐,,7b085e187cd440229b3f05ad74c781ac,2014,
520,TWD,1000,稅務捐款,慈善捐款,20230605,信用卡,,,,富邦,,97b44c896fa540a692130d55aade54d2,955,
521,TWD,7620,休閒娛樂,旅行遊玩,20230611,信用卡,,,,永豐,,dce7436368f64ce1ad8f40d1a1c0f9ca,1421,
522,TWD,2196,餐飲食品,午餐,20230611,信用卡,,,,永豐,,4b890c7f7e834539ab8eff341e0f20ec,1422,
523,TWD,2934,服飾美容,上衣,20230611,信用卡,,,,永豐,,f7f19e359c334152b1251262c6bb7d54,1451,
524,TWD,3057,服飾美容,上衣,20230611,信用卡,,,,富邦,,6edb19968de94ea88afbd86f72d3cde6,1544,
525,TWD,1648,餐飲食品,晚餐,20230611,信用卡,,,,永豐,,81bef1f0b15b4c469596eccb6e2db938,1838,
526,TWD,1378,餐飲食品,食材,20230611,信用卡,,,,永豐,,8e119dde40334d7eb6c6b82849f666f3,1912,
527,TWD,1500,稅務捐款,慈善捐款,20230616,信用卡,,,,富邦,,750fc721b1fa4b65901af6c060ea6a5b,915,
528,TWD,5000,餐飲食品,cash,20230617,現金,,,,,,ef7a47e7800343cfb458a984e07f6500,1034,
529,TWD,7522,餐飲食品,食材,20230618,信用卡,,,,Costco,,fbc3131ea95f4c65839cc885c4218b3b,1105,
530,TWD,2000,稅務捐款,慈善捐款,20230620,信用卡,,,,富邦,,9ae3f8f9a49848cc86a78dcffbc129da,1549,
531,TWD,1322,餐飲食品,晚餐,20230621,信用卡,,,,永豐,,eca42b48d7f148948f01843bafba90bc,2026,
532,TWD,2643,服飾美容,上衣,20230623,信用卡,,,,富邦,,55dc24f6d9fa4d42a503d198b7dd23f9,1159,
533,TWD,3664,餐飲食品,食材,20230623,信用卡,,,,Costco,,31afa7e2f59c4087937319a3819dbf4b,1308,
534,TWD,1033,餐飲食品,食材,20230623,信用卡,,,,永豐,,68a2c8541b1a4d24b6e7648a9783cb2f,1456,
535,TWD,5000,餐飲食品,cash,20230624,現金,,,,,,88799deb46524faea88dba8107c0b9e8,934,
536,TWD,2970,休閒娛樂,旅行遊玩,20230625,信用卡,,,,永豐,,5dd18192211e4e5a91f210e64615883c,2158,
537,TWD,8135,餐飲食品,食材,20230630,信用卡,,,,Costco,,03a4a8d8b90541fb8a66098d3d30daa1,1735,
538,TWD,1500,稅務捐款,慈善捐款,20230703,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230703,1704,0
539,TWD,100000,餐飲食品,Wife,20230703,現金,,,,,,516e6db252184b58a8c368e6da0df89c,2259,
540,TWD,12200,休閒娛樂,旅行遊玩,20230704,信用卡,,,,富邦,,78c734cf3f4549938d8813cbd699efef,1714,
541,TWD,1000,稅務捐款,慈善捐款,20230705,信用卡,,,,富邦,,6234a6e1565f42e882fbfbe2204208b9,951,
542,TWD,7680,汽機車,燃料費,20230706,信用卡,,,,玉山,,5adf8bcd2de04140a366b7413deeae29,2248,
543,TWD,1123,餐飲食品,食材,20230708,信用卡,,,,富邦,,d3e638c502164f20b196e78fdd8dd0a8,1230,
544,TWD,340,餐飲食品,午餐,20230708,信用卡,,,,富邦,,6b8e5702a3094e46bbb152768e63909a,1511,
545,TWD,4800,餐飲食品,食材,20230709,現金,,,,,華生,aa3534859c424ab8812d816869a18d27,1624,
546,TWD,416,餐飲食品,午餐,20230709,信用卡,,,,富邦,,ac796c949ab241639e0810f3edb0286f,1624,
547,TWD,963,休閒娛樂,旅行遊玩,20230709,信用卡,,,,富邦,,ee998860013b4994b59fd162e7378fc4,1625,
548,TWD,6883,休閒娛樂,旅行遊玩,20230709,信用卡,,,,富邦,,74c53a7c701b454aa31715330f91d90f,2012,
549,TWD,1500,稅務捐款,慈善捐款,20230716,信用卡,,,,富邦,,376c382736dc4b5694df69bb980c4b5f,1140,
550,TWD,1783,休閒娛樂,旅行遊玩,20230716,信用卡,,,,富邦,,7c4060e405074678865411aaf408fd6b,1141,
551,TWD,1050,休閒娛樂,旅行遊玩,20230717,信用卡,,,,富邦,,d3ac9714d55d43188722eccdded4516a,1419,
552,TWD,2000,稅務捐款,慈善捐款,20230720,信用卡,,,,富邦,,230e1fdce44d452f960986af80018a65,912,
553,TWD,4980,居家生活,電費,20230720,信用卡,,,,玉山,,8d1856b2e8e140109dd56d97a621ea2d,1459,
554,TWD,2972,餐飲食品,食材,20230721,信用卡,,,,Costco,,05373950ab4b4820b1d82d201c827469,1845,
555,TWD,4140,餐飲食品,食材,20230728,現金,,,,,,b57db607bfae4c71aad36dcef28d6ab4,1812,
556,TWD,5485,餐飲食品,食材,20230730,信用卡,,,,Costco,,383173ad0d8a4da0bfe1cc216ce9bda1,1215,
557,TWD,10000,餐飲食品,cash,20230730,現金,,,,,,64be10709bbe499e96a5e1e004713e44,1609,
558,TWD,11614,居家生活,管理費,20230730,信用卡,,,,永豐,,06841f41fd9d4df09867d407fec39e0c,2052,
559,TWD,356,居家生活,水費,20230801,信用卡,,,,玉山,,6ac56db227064f19a475abb8b6955064,1624,
560,TWD,1500,稅務捐款,慈善捐款,20230803,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230803,1704,0
561,TWD,10000,餐飲食品,cash,20230805,現金,,,,,,0046e832abb645eea32ba63166e5edfc,832,
562,TWD,100000,餐飲食品,Wife,20230805,現金,,,,,,7bf5dd209c4c4867a9d2b743e9fc2751,833,
563,TWD,1500,稅務捐款,慈善捐款,20230807,信用卡,,,,富邦,,f013f0ac8dcf48cc9e257fb1ddb77e91,937,
564,TWD,8723,餐飲食品,晚餐,20230810,信用卡,,,,永豐,,4df129c250234fffaeefe86f0bce9ef0,2226,
565,TWD,3157,餐飲食品,晚餐,20230812,信用卡,,,,富邦,,a767be2fc1234c29a4e55a7416e17568,1909,
566,TWD,1499,餐飲食品,食材,20230812,信用卡,,,,遠東銀,,e90cfddcb1724d458e3c3394aa828cf0,2048,
567,TWD,450,餐飲食品,食材,20230813,信用卡,,,,富邦,,fecaeb1a558340e09590656f353caee3,2007,
568,TWD,1500,稅務捐款,慈善捐款,20230816,信用卡,,,,富邦,,16bd25a7170d4a9a9fd0a26de77eb7d2,1139,
569,TWD,1584,餐飲食品,晚餐,20230819,信用卡,,,,富邦,,42b4be43d9b94bdd96954a60689931d9,1939,
570,TWD,800,服飾美容,上衣,20230819,信用卡,,,,遠東銀,,ae4979375ca447eba13bac5c611253a7,1939,
571,TWD,1652,服飾美容,上衣,20230819,信用卡,,,,遠東銀,,cc98df2ce41c4e329c5d2ade6caf5a1d,1939,
572,TWD,2000,稅務捐款,慈善捐款,20230818,信用卡,,,,富邦,,3a9588509b634a24b70c9fa5ea2232e7,821,
573,TWD,1286,服飾美容,上衣,20230820,信用卡,,,,富邦,,6c02159b977e407da3016ee88683c2f5,1612,
574,TWD,10995,居家生活,家電用品,20230820,信用卡,,,,富邦,,9f3fc89f8abe420795fa11de3f459ac5,1758,
575,TWD,10000,稅務捐款,慈善捐款,20230824,信用卡,,,,富邦,,980b0461ae11465591bce6dbbb2d316d,2256,
576,TWD,1562,汽機車,油錢,20230825,信用卡,,,,富邦,,c916969fd16a48b7bbd47ff5934333db,1051,
577,TWD,8799,休閒娛樂,旅行遊玩,20230827,信用卡,,,,富邦,,defaa992efe244e38123bae2ae5bd022,1431,
578,TWD,2040,休閒娛樂,旅行遊玩,20230827,信用卡,,,,富邦,,cad2e2cb15e34a14aa17363d727eb252,1431,
579,TWD,14949,餐飲食品,晚餐,20230828,信用卡,,,,富邦,,3d96abe53fa04901871f74eeb949fee9,2119,
580,TWD,11100,餐飲食品,食材,20230901,現金,,,,,,0964569d1104460081f2fd9133e87720,1521,
581,TWD,100000,餐飲食品,Wife,20230901,現金,,,,,,2637deb92a15432d9a6e679c7bca060b,1522,
582,TWD,1500,稅務捐款,慈善捐款,20230902,信用卡,,,,富邦,,adb5ff5dad904786b5bfd7bcadf39c84,842,
583,TWD,2320,餐飲食品,食材,20230902,信用卡,,,,富邦,,6e4bbb58d5f44f3ca4859d466c2c7c06,1137,
584,TWD,1238,汽機車,油錢,20230902,信用卡,,,,富邦,,6e851c663fdd4562ad1fd5c4612e61c3,1418,
585,TWD,1500,稅務捐款,慈善捐款,20230903,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20230903,,0
586,TWD,10000,餐飲食品,cash,20230903,現金,,,,,,11131ff848db49a487547d017ed57d24,835,
587,TWD,1854,餐飲食品,午餐,20230903,信用卡,,,,富邦,,1513fe82a1a0493b9ab8828dd28ce921,1334,
588,TWD,370,餐飲食品,午餐,20230903,信用卡,,,,富邦,,b34892788ea64bb49d40dbd1bf5639df,1334,
589,TWD,1083,圖書刊物,書籍,20230906,信用卡,,,,富邦,,f79106568f684ceea291505d1a61f4fa,2201,
590,TWD,2746,餐飲食品,晚餐,20230908,信用卡,,,,富邦,,5afe81facd6e4f96bcf490e88cb41df8,2007,
591,TWD,1500,稅務捐款,慈善捐款,20230916,信用卡,,,,富邦,,4fd3a543e2824be593be0016b3fea7f9,835,
592,TWD,13200,休閒娛樂,旅行遊玩,20230916,信用卡,,,,富邦,,e98ee4c7eed34355b37fb713582946f7,1255,
593,TWD,2000,服飾美容,上衣,20230916,信用卡,,,,遠東銀,,40a7fe1540e548b69a749c33deda2b06,1625,
594,TWD,2175,餐飲食品,食材,20230916,信用卡,,,,遠東銀,,f3e5c65bc11346dd88413f3d137d76bb,1933,
595,TWD,503,餐飲食品,食材,20230916,信用卡,,,,遠東銀,,a99e7de594b44c6990e37ab75d77e681,1933,
596,TWD,4866,餐飲食品,食材,20230917,信用卡,,,,Costco,,74aa296fbfef4b6db1d98a7482451d76,1410,
597,TWD,2000,稅務捐款,慈善捐款,20230920,信用卡,,,,富邦,,836a5ad406804605a77c23c6a2ac8c31,1204,
598,TWD,6379,居家生活,電費,20230920,信用卡,,,,玉山,,125355c6d27e4b5faab4900dc0574f7e,1537,
599,TWD,10000,餐飲食品,cash,20230923,現金,,,,,,e912f8f89ec948369c849ee26149232a,1041,
600,TWD,1219,餐飲食品,午餐,20230923,信用卡,,,,富邦,,ddddfb2fa2db4a61b0edcae697f3a18e,1249,
601,TWD,2403,餐飲食品,食材,20230923,信用卡,,,,富邦,,32437ed529f7479cb50c170547d8df7e,1813,
602,TWD,2240,餐飲食品,食材,20230924,信用卡,,,,遠東銀,,42f0bfdfe6cb46069acd7e43f8a0e4a2,1722,
603,TWD,10000,餐飲食品,cash,20230927,現金,,,,,,02cecb3821584e3795a5e923327b1d88,14,
604,TWD,1311,圖書刊物,書籍,20230927,信用卡,,,,富邦,,793f3a8ed79e477ab294ab932fd0186e,30,
605,TWD,1495,居家生活,家電用品,20230927,信用卡,,,,富邦,,8d1e7fcf650e442eb7a839f355d2ed25,2208,
606,TWD,8422,餐飲食品,食材,20230929,信用卡,,,,富邦,,71a7d98e20264fcd8d3eb66d808fa6f8,1700,
607,TWD,1468,餐飲食品,食材,20230929,信用卡,,,,富邦,,146b7d4b9d1a41a299b6e706c279ae32,2029,
608,TWD,1182,餐飲食品,午餐,20231001,信用卡,,,,富邦,,ae6f3d60d7cc458fa1ae3154d95fd9fe,1533,
609,TWD,1500,稅務捐款,慈善捐款,20231002,信用卡,,,,富邦,,f2ce493273e94bfba70371a5783806c4,647,
610,TWD,1500,稅務捐款,慈善捐款,20231003,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20231003,,0
611,TWD,1000,稅務捐款,慈善捐款,20231006,信用卡,,,,,,5b1e7321edd84fba96f520a668db9e61,1315,
612,TWD,23813,汽機車,保險與稅捐,20231006,信用卡,,,,富邦,,91e07548e70d4aa58921f93f4088dc06,2206,
613,TWD,100000,餐飲食品,Wife,20231006,現金,,,,,,77cff8263add492690c8c2e2616888e8,2206,
614,TWD,2381,餐飲食品,食材,20231007,信用卡,,,,富邦,,1a2122d1b2e24196b071f0d0ebc174ce,1456,
615,TWD,5000,餐飲食品,cash,20231008,現金,,,,,,3795e7df8eca4a179a8dafe4259bb204,848,
616,TWD,2514,餐飲食品,午餐,20231009,信用卡,,,,富邦,,e783ea1201294de2a36bf875ca3e6a7b,1410,
617,TWD,500000,醫療保健,保險,20231010,現金,,,,,,07ecdabdf86d4e3d8ac0af40de4fb7bf,1213,
618,TWD,2562,餐飲食品,午餐,20231010,信用卡,,,,富邦,,a738290a4a9644e8a77ec703301d5104,1441,
619,TWD,15580,休閒娛樂,旅行遊玩,20231015,現金,,,,,,fdb2525e81d6473db1ff34cf0c917bd0,2317,
620,TWD,11604,居家生活,管理費,20231015,現金,,,,,,0b44d812a7df4c18bf9adbb048c1fd00,2322,
621,TWD,1500,稅務捐款,慈善捐款,20231016,信用卡,,,,富邦,,6394393bc4d7476f842b9b01dd2770d6,1124,
622,TWD,2000,稅務捐款,慈善捐款,20231020,信用卡,,,,富邦,,7961d5f1d77647bcb4a5d46e1d1c2959,1427,
623,TWD,1107,教育學習,書,20231020,信用卡,,,,富邦,,28b677c8148f4562bd86669e01d78065,2216,
624,TWD,2270,餐飲食品,午餐,20231022,信用卡,,,,富邦,,5d40066807e4405388af62ee08243416,1343,
625,TWD,2336,餐飲食品,晚餐,20231027,信用卡,,,,富邦,,9891c23430c04c3fb94a412ef4cb2b32,2033,
626,TWD,7700,汽機車,維修保養,20231028,信用卡,,,,富邦,,945ee2cb7079486c8717c1859375ad2d,1111,
627,TWD,50000,休閒娛樂,旅行遊玩,20231028,現金,,,,,,f832229bdc2943a5b85dfdda706bb6f9,1113,
628,TWD,2599,服飾美容,上衣,20231028,信用卡,,,,富邦,,9f4ebba50eac4a80b55795280a6685fc,1956,
629,TWD,1290,餐飲食品,午餐,20231029,信用卡,,,,富邦,,fb464a581dc14cd790168fb395498e85,1301,
630,TWD,20000,稅務捐款,慈善捐款,20231102,信用卡,,,,富邦,,52b3776af1c144df8cd87f906111dfcd,2339,
631,TWD,100000,餐飲食品,Wife,20231102,現金,,,,,,b52d88f82d3540d4969107f555beb479,2340,
632,TWD,1500,稅務捐款,慈善捐款,20231103,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20231103,,0
633,TWD,4500,服飾美容,上衣,20231103,現金,,,,,,79939db6e26b4c819af3a779a9967f65,1639,
634,TWD,1535,汽機車,油錢,20231104,信用卡,,,,富邦,,1adef350819749e7a3ecfad267eab85f,1006,
635,TWD,1420,餐飲食品,食材,20231105,信用卡,,,,富邦,,ca41f765d29244418d84e2b8e9ea8924,1325,
636,TWD,1282,餐飲食品,午餐,20231105,信用卡,,,,富邦,,438e4e8f604e4fd98ca172230c122652,1437,
637,TWD,969,餐飲食品,食材,20231105,信用卡,,,,富邦,,8ab6ca3334884abba79b36238dced64f,1643,
638,TWD,1000,稅務捐款,慈善捐款,20231106,信用卡,,,,富邦,,bd37e79c74104802828b401f17a91c98,1257,
639,TWD,22380,醫療保健,保險,20231109,信用卡,,,,富邦,,6ad7b1fcc3f141a78c076d18f0ed8e8c,1218,
640,TWD,1500,稅務捐款,慈善捐款,20231116,信用卡,,,,富邦,,abb4f39c59cb467ab801d454efdcb015,1326,
641,TWD,7571,居家生活,傢俱,20231118,信用卡,,,,富邦,,7f856480bb414759bf4702e6a6df7b67,1405,
642,TWD,10000,餐飲食品,cash,20231119,現金,,,,,,e65a81d500d24ca38eecebb15a9e872b,930,
643,TWD,1498,餐飲食品,食材,20231119,信用卡,,,,富邦,,148584668f3348df90f1db5c8d7787fd,1500,
644,TWD,2000,稅務捐款,慈善捐款,20231120,信用卡,,,,富邦,,a6d077f74f7d4b2a898974625f6adcc3,1104,
645,TWD,5309,居家生活,電費,20231120,信用卡,,,,玉山,,b138c313d24f465493352d20aebbacd8,2057,
646,TWD,1217,圖書刊物,書籍,20231124,信用卡,,,,富邦,,6e210c1b69604fdab6a19d746413653a,1144,
647,TWD,4923,餐飲食品,點心零嘴,20231124,現金,,,,,,5398bb62a69a47a2b72495009d84d0fc,1145,
648,TWD,1297,汽機車,油錢,20231125,信用卡,,,,永豐,,7e0733df01984ff08100863ed1a3e909,1525,
649,TWD,1422,餐飲食品,食材,20231125,信用卡,,,,富邦,,97b0de5c297c468ca7c6a6b2753b07c2,1814,
650,TWD,1195,服飾美容,上衣,20231125,信用卡,,,,富邦,,5b7e2e908966409e87dfd89df55af3be,1814,
651,TWD,1500,稅務捐款,慈善捐款,20231202,信用卡,,,,富邦,,30bbbaa3d2874c5aaac5febe299bf44b,1014,
652,TWD,10000,餐飲食品,cash,20231202,現金,,,,,,fabad49f99e44eda9bde6f6b67011f73,1112,
653,TWD,5623,餐飲食品,食材,20231202,信用卡,,,,富邦,,ca21487bbedf46a290f3778d22605159,1335,
654,TWD,2000,餐飲食品,食材,20231202,信用卡,,,,富邦,,ee947ee4369642468fc96508321b464f,2048,
655,TWD,1500,稅務捐款,慈善捐款,20231203,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20231203,,0
656,TWD,1000,稅務捐款,慈善捐款,20231205,信用卡,,,,富邦,,a73a4c81903a4f0487fc5a3d0da8d94a,1041,
657,TWD,1350,圖書刊物,書籍,20231206,信用卡,,,,富邦,,41fbe0efd2be4c649c77ffc76fbec6ad,1946,
658,TWD,1661,圖書刊物,書籍,20231209,信用卡,,,,富邦,,4c6d5a0968274fad87fd105ef95530f6,2143,
